FEN,stockfish_score
2r5/2r5/6k1/p2pB1p1/1p2n2p/1P2R2P/PKP1R1P1/8 b - - 0 35,-0.17
2r5/3r4/6k1/p2pB1p1/1p2n2p/1P2R2P/PKP1R1P1/8 w - - 1 36,-0.08
2r5/3r4/6k1/p2p2p1/1p1Bn2p/1P2R2P/PKP1R1P1/8 b - - 2 36,0.17
2r5/8/3r2k1/p2p2p1/1p1Bn2p/1P2R2P/PKP1R1P1/8 w - - 3 37,-0.04
2r5/8/3r2k1/p2p2p1/1p1Bn2p/1P3R1P/PKP1R1P1/8 b - - 4 37,0.0
2r5/8/r5k1/p2p2p1/1p1Bn2p/1P3R1P/PKP1R1P1/8 w - - 5 38,0.05
2r5/8/r5k1/p2p2p1/1p1Bn2p/1P2R2P/PKP1R1P1/8 b - - 6 38,0.0
2r5/8/r5k1/3p2p1/pp1Bn2p/1P2R2P/PKP1R1P1/8 w - - 0 39,-0.17
2r5/8/r5k1/3p2p1/Pp1Bn2p/4R2P/PKP1R1P1/8 b - - 0 39,-0.08
2r5/8/6k1/3p2p1/rp1Bn2p/4R2P/PKP1R1P1/8 w - - 0 40,-0.38
2r5/8/6k1/3p2p1/rp1Bn2p/5R1P/PKP1R1P1/8 b - - 1 40,-0.17
2r5/8/6k1/3p2p1/r2Bn2p/1p3R1P/PKP1R1P1/8 w - - 0 41,-2.04
2r5/8/6k1/3p2p1/r2Bn2p/1P3R1P/1KP1R1P1/8 b - - 0 41,-3.18
2r5/8/6k1/3p2p1/3rn2p/1P3R1P/1KP1R1P1/8 w - - 0 42,-2.53
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,0.3
rnbqkbnr/ppp1pppp/3p4/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,0.52
rnbqkbnr/ppp1pppp/3p4/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2,0.69
rnbqkb1r/ppp1pppp/3p1n2/8/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 1 3,0.51
rnbqkb1r/ppp1pppp/3p1n2/8/3PP3/2N5/PPP2PPP/R1BQKBNR b KQkq - 2 3,0.56
rnbqkb1r/ppp2ppp/3p1n2/4p3/3PP3/2N5/PPP2PPP/R1BQKBNR w KQkq - 0 4,0.43
rnbqkb1r/ppp2ppp/3p1n2/4P3/4P3/2N5/PPP2PPP/R1BQKBNR b KQkq - 0 4,0.21
rnbqkb1r/ppp2ppp/5n2/4p3/4P3/2N5/PPP2PPP/R1BQKBNR w KQkq - 0 5,0.0
rnbQkb1r/ppp2ppp/5n2/4p3/4P3/2N5/PPP2PPP/R1B1KBNR b KQkq - 0 5,0.21
rnbk1b1r/ppp2ppp/5n2/4p3/4P3/2N5/PPP2PPP/R1B1KBNR w KQ - 0 6,0.04
rnbk1b1r/ppp2ppp/5n2/4p3/2B1P3/2N5/PPP2PPP/R1B1K1NR b KQ - 1 6,0.26
rn1k1b1r/ppp2ppp/4bn2/4p3/2B1P3/2N5/PPP2PPP/R1B1K1NR w KQ - 2 7,0.17
rn1k1b1r/ppp2ppp/4Bn2/4p3/4P3/2N5/PPP2PPP/R1B1K1NR b KQ - 0 7,0.43
rn1k1b1r/ppp3pp/4pn2/4p3/4P3/2N5/PPP2PPP/R1B1K1NR w KQ - 0 8,0.35
rn1k1b1r/ppp3pp/4pn2/4p1B1/4P3/2N5/PPP2PPP/R3K1NR b KQ - 1 8,0.3
rn1k3r/ppp3pp/3bpn2/4p1B1/4P3/2N5/PPP2PPP/R3K1NR w KQ - 2 9,0.21
rn1k3r/ppp3pp/3bpn2/4p1B1/4P3/2N5/PPP2PPP/2KR2NR b - - 3 9,0.38
rn5r/ppp1k1pp/3bpn2/4p1B1/4P3/2N5/PPP2PPP/2KR2NR w - - 4 10,0.12
rn5r/ppp1k1pp/3bpn2/4p1B1/4P3/2N2P2/PPP3PP/2KR2NR b - - 0 10,0.26
rn5r/1pp1k1pp/3bpn2/p3p1B1/4P3/2N2P2/PPP3PP/2KR2NR w - - 0 11,0.13
rn5r/1pp1k1pp/3bpn2/p3p1B1/4P3/2N2P2/PPP1N1PP/2KR3R b - - 1 11,0.3
rn5r/1pp1k1p1/3bpn1p/p3p1B1/4P3/2N2P2/PPP1N1PP/2KR3R w - - 0 12,0.0
rn5r/1pp1k1p1/3bpn1p/p3p3/4P3/2N1BP2/PPP1N1PP/2KR3R b - - 1 12,0.22
r6r/1ppnk1p1/3bpn1p/p3p3/4P3/2N1BP2/PPP1N1PP/2KR3R w - - 2 13,0.17
r6r/1ppnk1p1/3bpn1p/p3p3/4P3/2N1BP2/PPP1N1PP/1K1R3R b - - 3 13,0.35
r6r/1pp1k1p1/3bpn1p/p1n1p3/4P3/2N1BP2/PPP1N1PP/1K1R3R w - - 4 14,0.38
r6r/1pp1k1p1/3bpn1p/p1n1p3/4P3/2N1BP2/PPPRN1PP/1K5R b - - 5 14,0.46
rr6/1pp1k1p1/3bpn1p/p1n1p3/4P3/2N1BP2/PPPRN1PP/1K5R w - - 6 15,0.41
rr6/1pp1k1p1/3bpn1p/pNn1p3/4P3/4BP2/PPPRN1PP/1K5R b - - 7 15,1.03
rr6/2p1k1p1/1p1bpn1p/pNn1p3/4P3/4BP2/PPPRN1PP/1K5R w - - 0 16,0.86
rr6/2p1k1p1/1p1bpn1p/pNn1p3/4P3/4BP2/PPPRN1PP/1K1R4 b - - 1 16,1.06
r2r4/2p1k1p1/1p1bpn1p/pNn1p3/4P3/4BP2/PPPRN1PP/1K1R4 w - - 2 17,0.76
r2r4/2p1k1p1/1p1bpn1p/pNn1p3/4P3/2N1BP2/PPPR2PP/1K1R4 b - - 3 17,0.8
r2rn3/2p1k1p1/1p1bp2p/pNn1p3/4P3/2N1BP2/PPPR2PP/1K1R4 w - - 4 18,0.95
r2rn3/2p1k1p1/1p1bp2p/pNB1p3/4P3/2N2P2/PPPR2PP/1K1R4 b - - 0 18,0.35
r2rn3/2p1k1p1/1p2p2p/pNb1p3/4P3/2N2P2/PPPR2PP/1K1R4 w - - 0 19,0.09
r2rn3/2p1k1p1/1p2p2p/pNb1p3/N3P3/5P2/PPPR2PP/1K1R4 b - - 1 19,0.26
r3n3/2p1k1p1/1p2p2p/pNb1p3/N3P3/5P2/PPPr2PP/1K1R4 w - - 0 20,0.0
r3n3/2p1k1p1/1p2p2p/pNb1p3/N3P3/5P2/PPPR2PP/1K6 b - - 0 20,0.43
r3n3/2p1k1p1/1p2p2p/pN2p3/N3P3/4bP2/PPPR2PP/1K6 w - - 1 21,0.29
r3n3/2p1k1p1/1p2p2p/pN2p3/N3P3/3RbP2/PPP3PP/1K6 b - - 2 21,0.38
r3n3/2p1k1p1/1p2p2p/pN2p3/N3P3/3R1P2/PPP3PP/1K4b1 w - - 3 22,0.0
r3n3/2p1k1p1/1p2p2p/pN2p3/N3P3/3R1P1P/PPP3P1/1K4b1 b - - 0 22,0.0
r3n3/4k1p1/1pp1p2p/pN2p3/N3P3/3R1P1P/PPP3P1/1K4b1 w - - 0 23,-0.17
r3n3/4k1p1/1Np1p2p/pN2p3/4P3/3R1P1P/PPP3P1/1K4b1 b - - 0 23,-3.15
r3n3/4k1p1/1bp1p2p/pN2p3/4P3/3R1P1P/PPP3P1/1K6 w - - 0 24,-3.88
r3n3/4k1p1/1bp1p2p/p3p3/4P3/N2R1P1P/PPP3P1/1K6 b - - 1 24,-2.56
r7/4k1p1/1bpnp2p/p3p3/4P3/N2R1P1P/PPP3P1/1K6 w - - 2 25,-2.5
r7/4k1p1/1bpnp2p/p3p3/4P3/NP1R1P1P/P1P3P1/1K6 b - - 0 25,-3.2
r7/4k1p1/1bpnp2p/4p3/p3P3/NP1R1P1P/P1P3P1/1K6 w - - 0 26,-2.5
r7/4k1p1/1bpnp2p/4p3/pP2P3/N2R1P1P/P1P3P1/1K6 b - - 0 26,-2.83
r7/4k1p1/1bp1p2p/1n2p3/pP2P3/N2R1P1P/P1P3P1/1K6 w - - 1 27,-3.21
r7/4k1p1/1bp1p2p/1n2p3/pPP1P3/N2R1P1P/P5P1/1K6 b - - 0 27,-3.43
r7/4k1p1/1bp1p2p/4p3/pPP1P3/n2R1P1P/P5P1/1K6 w - - 0 28,-3.7
r7/4k1p1/1bp1p2p/4p3/pPP1P3/R4P1P/P5P1/1K6 b - - 0 28,-2.96
3r4/4k1p1/1bp1p2p/4p3/pPP1P3/R4P1P/P5P1/1K6 w - - 1 29,-2.47
3r4/4k1p1/1bp1p2p/4p3/RPP1P3/5P1P/P5P1/1K6 b - - 0 29,-2.94
8/4k1p1/1bp1p2p/4p3/RPP1P3/5P1P/P5P1/1K1r4 w - - 1 30,-2.19
8/4k1p1/1bp1p2p/4p3/RPP1P3/5P1P/P1K3P1/3r4 b - - 2 30,-1.65
8/4k1p1/1bp1p2p/4p3/RPP1P3/5P1P/P1K3P1/6r1 w - - 3 31,-1.58
8/4k1p1/Rbp1p2p/4p3/1PP1P3/5P1P/P1K3P1/6r1 b - - 4 31,-1.96
8/4k1p1/Rbp1p2p/4p3/1PP1P3/5P1P/P1K3r1/8 w - - 0 32,-1.33
8/4k1p1/Rbp1p2p/4p3/1PP1P3/1K3P1P/P5r1/8 b - - 1 32,-1.71
8/4k1p1/R1p1p2p/4p3/1PPbP3/1K3P1P/P5r1/8 w - - 2 33,-1.96
8/4k1p1/2R1p2p/4p3/1PPbP3/1K3P1P/P5r1/8 b - - 0 33,-2.06
8/4k1p1/2R1p2p/4p3/1PPbP3/1K3P1P/Pr6/8 w - - 1 34,-2.35
8/4k1p1/2R1p2p/4p3/1PPbP3/K4P1P/Pr6/8 b - - 2 34,-1.81
8/4k1p1/2R1p2p/4p3/1PPbP3/K4P1P/P6r/8 w - - 3 35,-1.25
8/4k1p1/2R1p2p/2P1p3/1P1bP3/K4P1P/P6r/8 b - - 0 35,-1.33
8/4k1p1/2R1p2p/2P1p3/1P1bP3/K4P1r/P7/8 w - - 0 36,-1.19
8/4k1p1/2R1p2p/2P1p3/KP1bP3/5P1r/P7/8 b - - 1 36,-1.54
8/4k1p1/2R1p2p/2P1p3/KP1bP3/5r2/P7/8 w - - 0 37,-1.48
8/4k1p1/2R1p2p/1PP1p3/K2bP3/5r2/P7/8 b - - 0 37,-1.64
8/4k1p1/2R1p2p/1PP1p3/K2bP3/2r5/P7/8 w - - 1 38,-1.79
8/4k1p1/2R1p2p/1PP1p3/1K1bP3/2r5/P7/8 b - - 2 38,-1.84
8/4k3/2R1p2p/1PP1p1p1/1K1bP3/2r5/P7/8 w - - 0 39,-1.37
8/4k3/2R1p2p/1PP1p1p1/PK1bP3/2r5/8/8 b - - 0 39,-2.03
8/4k3/2R1p2p/1PP1p3/PK1bP1p1/2r5/8/8 w - - 0 40,-1.82
8/4k3/2R1p2p/PPP1p3/1K1bP1p1/2r5/8/8 b - - 0 40,-1.65
8/4k3/2R1p2p/PPP1p3/1K1bP3/2r3p1/8/8 w - - 0 41,-1.99
8/2R1k3/4p2p/PPP1p3/1K1bP3/2r3p1/8/8 b - - 1 41,-1.8
8/2R5/4pk1p/PPP1p3/1K1bP3/2r3p1/8/8 w - - 2 42,-1.37
2R5/8/4pk1p/PPP1p3/1K1bP3/2r3p1/8/8 b - - 3 42,-2.69
2R5/8/4pk1p/PPP1p3/1K1bP3/2r5/6p1/8 w - - 0 43,-2.89
6R1/8/4pk1p/PPP1p3/1K1bP3/2r5/6p1/8 b - - 1 43,-2.14
6R1/8/4pk1p/PPP1p3/1K1bP3/8/2r3p1/8 w - - 2 44,-3.52
6R1/8/2P1pk1p/PP2p3/1K1bP3/8/2r3p1/8 b - - 0 44,-2.73
6R1/8/2P1pk1p/PP2p3/1K1bP3/8/1r4p1/8 w - - 1 45,-2.19
6R1/8/2P1pk1p/PP2p3/2KbP3/8/1r4p1/8 b - - 2 45,-2.37
6R1/8/2P1pk1p/PP2p3/2KbP3/8/1r6/6q1 w - - 0 46,-2.11
8/8/2P1pk1p/PP2p3/2KbP3/8/1r6/6R1 b - - 0 46,-1.2
8/8/2P1pk1p/PP2p3/2K1P3/8/1r6/6b1 w - - 0 47,-1.14
8/8/1PP1pk1p/P3p3/2K1P3/8/1r6/6b1 b - - 0 47,-2.87
8/8/1bP1pk1p/P3p3/2K1P3/8/1r6/8 w - - 0 48,-2.42
8/8/1PP1pk1p/4p3/2K1P3/8/1r6/8 b - - 0 48,-2.04
8/8/1rP1pk1p/4p3/2K1P3/8/8/8 w - - 0 49,-2.21
8/8/1rP1pk1p/2K1p3/4P3/8/8/8 b - - 1 49,-4.82
8/8/2r1pk1p/2K1p3/4P3/8/8/8 w - - 0 50,-5.27
8/8/2K1pk1p/4p3/4P3/8/8/8 b - - 0 50,-4.56
8/8/2K1pk2/4p2p/4P3/8/8/8 w - - 0 51,-6.03
8/8/4pk2/2K1p2p/4P3/8/8/8 b - - 1 51,-5.24
8/8/4pk2/2K1p3/4P2p/8/8/8 w - - 0 52,-6.27
8/8/4pk2/4p3/2K1P2p/8/8/8 b - - 1 52,-6.17
8/8/4pk2/4p3/2K1P3/7p/8/8 w - - 0 53,-6.39
8/8/4pk2/4p3/4P3/3K3p/8/8 b - - 1 53,-7.08
8/8/4pk2/4p3/4P3/3K4/7p/8 w - - 0 54,-6.27
8/8/4pk2/4p3/4P3/4K3/7p/8 b - - 1 54,-6.8
8/8/4pk2/4p3/4P3/4K3/8/7q w - - 0 55,-7.04
8/8/4pk2/4p3/4P3/3K4/8/7q b - - 1 55,-6.53
8/8/4pk2/4p3/4P3/3K1q2/8/8 w - - 2 56,-6.69
8/8/4pk2/4p3/4P3/5q2/3K4/8 b - - 3 56,-6.34
8/8/4pk2/4p3/4Pq2/8/3K4/8 w - - 4 57,-6.83
8/8/4pk2/4p3/4Pq2/8/2K5/8 b - - 5 57,-6.32
8/8/4p1k1/4p3/4Pq2/8/2K5/8 w - - 6 58,-7.47
8/8/4p1k1/4p3/4Pq2/8/1K6/8 b - - 7 58,-6.89
8/8/4p3/4p1k1/4Pq2/8/1K6/8 w - - 8 59,-7.48
rnbqkbnr/pppppppp/8/8/8/5N2/PPPPPPPP/RNBQKB1R b KQkq - 1 1,0.18
rnbqkb1r/pppppppp/5n2/8/8/5N2/PPPPPPPP/RNBQKB1R w KQkq - 2 2,0.04
rnbqkb1r/pppppppp/5n2/8/8/5NP1/PPPPPP1P/RNBQKB1R b KQkq - 0 2,0.09
rnbqkb1r/pppp1ppp/4pn2/8/8/5NP1/PPPPPP1P/RNBQKB1R w KQkq - 0 3,0.0
rnbqkb1r/pppp1ppp/4pn2/8/8/5NP1/PPPPPPBP/RNBQK2R b KQkq - 1 3,0.22
rnbqkb1r/ppp2ppp/4pn2/3p4/8/5NP1/PPPPPPBP/RNBQK2R w KQkq - 0 4,0.0
rnbqkb1r/ppp2ppp/4pn2/3p4/8/5NP1/PPPPPPBP/RNBQ1RK1 b kq - 1 4,0.3
rnbqkb1r/pp3ppp/4pn2/2pp4/8/5NP1/PPPPPPBP/RNBQ1RK1 w kq - 0 5,0.0
rnbqkb1r/pp3ppp/4pn2/2pp4/3P4/5NP1/PPP1PPBP/RNBQ1RK1 b kq - 0 5,0.26
r1bqkb1r/pp3ppp/2n1pn2/2pp4/3P4/5NP1/PPP1PPBP/RNBQ1RK1 w kq - 1 6,0.0
r1bqkb1r/pp3ppp/2n1pn2/2pp4/2PP4/5NP1/PP2PPBP/RNBQ1RK1 b kq - 0 6,0.47
r1bqkb1r/pp3ppp/2n1pn2/3p4/2Pp4/5NP1/PP2PPBP/RNBQ1RK1 w kq - 0 7,0.09
r1bqkb1r/pp3ppp/2n1pn2/3p4/2PN4/6P1/PP2PPBP/RNBQ1RK1 b kq - 0 7,0.48
r1bqk2r/pp3ppp/2n1pn2/2bp4/2PN4/6P1/PP2PPBP/RNBQ1RK1 w kq - 1 8,0.35
r1bqk2r/pp3ppp/2n1pn2/2bp4/2P5/1N4P1/PP2PPBP/RNBQ1RK1 b kq - 2 8,0.39
r1bqk2r/pp3ppp/1bn1pn2/3p4/2P5/1N4P1/PP2PPBP/RNBQ1RK1 w kq - 3 9,0.08
r1bqk2r/pp3ppp/1bn1pn2/3P4/8/1N4P1/PP2PPBP/RNBQ1RK1 b kq - 0 9,0.22
r1bqk2r/pp3ppp/1bn2n2/3p4/8/1N4P1/PP2PPBP/RNBQ1RK1 w kq - 0 10,-0.08
r1bqk2r/pp3ppp/1bn2n2/3p2B1/8/1N4P1/PP2PPBP/RN1Q1RK1 b kq - 1 10,0.38
r2qk2r/pp3ppp/1bn1bn2/3p2B1/8/1N4P1/PP2PPBP/RN1Q1RK1 w kq - 2 11,0.08
r2qk2r/pp3ppp/1bn1bn2/3p2B1/8/1NN3P1/PP2PPBP/R2Q1RK1 b kq - 3 11,0.47
r2q1rk1/pp3ppp/1bn1bn2/3p2B1/8/1NN3P1/PP2PPBP/R2Q1RK1 w - - 4 12,0.13
r2q1rk1/pp3ppp/1bn1bn2/3p2B1/N7/1N4P1/PP2PPBP/R2Q1RK1 b - - 5 12,0.61
r2q1rk1/pp3ppp/1bn1bn2/6B1/N2p4/1N4P1/PP2PPBP/R2Q1RK1 w - - 0 13,0.82
r2q1rk1/pp3ppp/1Nn1bn2/6B1/3p4/1N4P1/PP2PPBP/R2Q1RK1 b - - 0 13,0.69
r2q1rk1/1p3ppp/1pn1bn2/6B1/3p4/1N4P1/PP2PPBP/R2Q1RK1 w - - 0 14,0.18
r2q1rk1/1p3ppp/1pn1bn2/8/3p1B2/1N4P1/PP2PPBP/R2Q1RK1 b - - 1 14,0.18
r2qr1k1/1p3ppp/1pn1bn2/8/3p1B2/1N4P1/PP2PPBP/R2Q1RK1 w - - 2 15,-0.25
r2qr1k1/1p3ppp/1pn1bn2/8/3p1B2/1N4P1/PP2PPBP/R2QR1K1 b - - 3 15,0.08
r2qr1k1/1p3ppp/1pn2n2/3b4/3p1B2/1N4P1/PP2PPBP/R2QR1K1 w - - 4 16,-0.39
r2qr1k1/1p3ppp/1pn2n2/3b4/3p1B2/PN4P1/1P2PPBP/R2QR1K1 b - - 0 16,-0.47
r2qr1k1/1p3ppp/1pn2n2/8/3p1B2/PN4P1/1P2PPbP/R2QR1K1 w - - 0 17,-0.77
r2qr1k1/1p3ppp/1pn2n2/8/3p1B2/PN4P1/1P2PPKP/R2QR3 b - - 0 17,-0.43
r3r1k1/1p3ppp/1pn2n2/3q4/3p1B2/PN4P1/1P2PPKP/R2QR3 w - - 1 18,-0.68
r3r1k1/1p3ppp/1pn2n2/3q4/3p1B2/PN3PP1/1P2P1KP/R2QR3 b - - 0 18,-1.12
3rr1k1/1p3ppp/1pn2n2/3q4/3p1B2/PN3PP1/1P2P1KP/R2QR3 w - - 1 19,-0.26
3rr1k1/1p3ppp/1pn2n2/3q4/3p1B2/PN3PP1/1P2P2P/R2QR1K1 b - - 2 19,-1.33
3rr1k1/1p3ppp/1pn2n2/3q4/5B2/PN1p1PP1/1P2P2P/R2QR1K1 w - - 0 20,-0.17
3rr1k1/1p3ppp/1pn2n2/3q4/5B2/PN1Q1PP1/1P2P2P/R3R1K1 b - - 0 20,0.09
3rr1k1/1p3ppp/1pn2n2/8/5B2/PN1q1PP1/1P2P2P/R3R1K1 w - - 0 21,-0.13
3rr1k1/1p3ppp/1pn2n2/8/5B2/PN1P1PP1/1P5P/R3R1K1 b - - 0 21,0.22
4r1k1/1p3ppp/1pn2n2/8/5B2/PN1r1PP1/1P5P/R3R1K1 w - - 0 22,0.0
4R1k1/1p3ppp/1pn2n2/8/5B2/PN1r1PP1/1P5P/R5K1 b - - 0 22,0.25
4n1k1/1p3ppp/1pn5/8/5B2/PN1r1PP1/1P5P/R5K1 w - - 0 23,-0.17
4n1k1/1p3ppp/1pn5/8/5B2/PN1r1PP1/1P5P/4R1K1 b - - 1 23,0.21
6k1/1p3ppp/1pn2n2/8/5B2/PN1r1PP1/1P5P/4R1K1 w - - 2 24,-0.12
6k1/1p3ppp/1pn2n2/8/5B2/P2r1PP1/1P5P/2N1R1K1 b - - 3 24,0.21
6k1/1p1r1ppp/1pn2n2/8/5B2/P4PP1/1P5P/2N1R1K1 w - - 4 25,0.0
6k1/1p1r1ppp/1pn2n2/6B1/8/P4PP1/1P5P/2N1R1K1 b - - 5 25,0.25
6k1/1p1r1pp1/1pn2n1p/6B1/8/P4PP1/1P5P/2N1R1K1 w - - 0 26,0.09
6k1/1p1r1pp1/1pn2B1p/8/8/P4PP1/1P5P/2N1R1K1 b - - 0 26,0.34
6k1/1p1r1p2/1pn2p1p/8/8/P4PP1/1P5P/2N1R1K1 w - - 0 27,0.08
6k1/1p1r1p2/1pn2p1p/8/8/P4PP1/1P3K1P/2N1R3 b - - 1 27,-0.33
8/1p1r1pk1/1pn2p1p/8/8/P4PP1/1P3K1P/2N1R3 w - - 2 28,0.04
8/1p1r1pk1/1pn2p1p/8/5P2/P5P1/1P3K1P/2N1R3 b - - 0 28,-0.21
8/1p1r1pk1/1p3p1p/n7/5P2/P5P1/1P3K1P/2N1R3 w - - 1 29,0.04
8/1p1r1pk1/1p3p1p/n7/5P2/P5P1/1P2RK1P/2N5 b - - 2 29,0.5
8/1p1r1pk1/1pn2p1p/8/5P2/P5P1/1P2RK1P/2N5 w - - 3 30,0.0
8/1p1r1pk1/1pn2p1p/8/5P2/P5P1/1PR2K1P/2N5 b - - 4 30,0.58
8/1p3pk1/1pn2p1p/3r4/5P2/P5P1/1PR2K1P/2N5 w - - 5 31,0.41
8/1p3pk1/1pn2p1p/3r4/5P2/P3K1P1/1PR4P/2N5 b - - 6 31,0.71
8/1p3pk1/1pnr1p1p/8/5P2/P3K1P1/1PR4P/2N5 w - - 7 32,0.56
8/1p3pk1/1pnr1p1p/8/5P2/P3K1P1/1P1R3P/2N5 b - - 8 32,0.96
8/1p3pk1/1pn1rp1p/8/5P2/P3K1P1/1P1R3P/2N5 w - - 9 33,0.76
8/1p3pk1/1pn1rp1p/8/5P2/P4KP1/1P1R3P/2N5 b - - 10 33,1.21
8/1p3pk1/1pn2p1p/8/5P2/P4KP1/1P1R3P/2N1r3 w - - 11 34,1.26
8/1p3pk1/1pn2p1p/8/5P2/P4KP1/1P1RN2P/4r3 b - - 12 34,1.09
8/1p3pk1/1pn4p/5p2/5P2/P4KP1/1P1RN2P/4r3 w - - 0 35,1.12
8/1p3pk1/1pn4p/5p2/5P2/P1N2KP1/1P1R3P/4r3 b - - 1 35,0.58
8/1p3pk1/1pn4p/5p2/5P2/P1N2KP1/1P1R3P/5r2 w - - 2 36,0.95
8/1p3pk1/1pn4p/5p2/5P2/P1N1K1P1/1P1R3P/5r2 b - - 3 36,1.14
8/1p3pk1/1pn4p/5p2/5P2/P1N1K1P1/1P1R3P/7r w - - 4 37,1.27
8/1p3pk1/1pn4p/5p2/5P2/P1NK2P1/1P1R3P/7r b - - 5 37,1.71
8/1p3pk1/1p5p/n4p2/5P2/P1NK2P1/1P1R3P/7r w - - 6 38,1.26
8/1p3pk1/1p5p/n4p2/1P3P2/P1NK2P1/3R3P/7r b - - 0 38,2.25
8/1p3pk1/1pn4p/5p2/1P3P2/P1NK2P1/3R3P/7r w - - 1 39,1.87
8/1p3pk1/1pn4p/5p2/1PK2P2/P1N3P1/3R3P/7r b - - 2 39,2.59
8/1p3pk1/1pn4p/5p2/1PK2P2/P1N3P1/3R3P/4r3 w - - 3 40,2.06
8/1p1R1pk1/1pn4p/5p2/1PK2P2/P1N3P1/7P/4r3 b - - 4 40,1.3
8/1p1R1pk1/1pn4p/5p2/1PK2P2/P1N3P1/7P/7r w - - 5 41,2.64
8/1R3pk1/1pn4p/5p2/1PK2P2/P1N3P1/7P/7r b - - 0 41,3.21
8/1R3pk1/1pn4p/5p2/1PK2P2/P1N3P1/7r/8 w - - 0 42,2.92
8/1R3pk1/1pn4p/5p2/PPK2P2/2N3P1/7r/8 b - - 0 42,3.13
8/1R3pk1/1pn4p/5p2/PPK2P2/2N3Pr/8/8 w - - 1 43,3.21
8/5pk1/1Rn4p/5p2/PPK2P2/2N3Pr/8/8 b - - 0 43,4.47
3n4/5pk1/1R5p/5p2/PPK2P2/2N3Pr/8/8 w - - 1 44,3.71
3n4/5pk1/1R5p/P4p2/1PK2P2/2N3Pr/8/8 b - - 0 44,4.45
3n4/5pk1/1R5p/P4p2/1PK2P2/2N3r1/8/8 w - - 0 45,3.55
3n4/5pk1/PR5p/5p2/1PK2P2/2N3r1/8/8 b - - 0 45,4.3
8/5pk1/PR2n2p/5p2/1PK2P2/2N3r1/8/8 w - - 1 46,3.86
8/P4pk1/1R2n2p/5p2/1PK2P2/2N3r1/8/8 b - - 0 46,4.71
8/P1n2pk1/1R5p/5p2/1PK2P2/2N3r1/8/8 w - - 1 47,4.28
8/PRn2pk1/7p/5p2/1PK2P2/2N3r1/8/8 b - - 2 47,4.65
n7/PR3pk1/7p/5p2/1PK2P2/2N3r1/8/8 w - - 3 48,4.15
nR6/P4pk1/7p/5p2/1PK2P2/2N3r1/8/8 b - - 4 48,5.56
1R6/P1n2pk1/7p/5p2/1PK2P2/2N3r1/8/8 w - - 5 49,4.4
1R6/P1n2pk1/7p/1P3p2/2K2P2/2N3r1/8/8 b - - 0 49,4.6
1R6/P1n2pk1/7p/1P3p2/2K2Pr1/2N5/8/8 w - - 1 50,4.81
1R6/P1n2pk1/1P5p/5p2/2K2Pr1/2N5/8/8 b - - 0 50,1.65
1R6/P1n2pk1/1P5p/5p2/2K2r2/2N5/8/8 w - - 0 51,3.71
1R6/P1n2pk1/1P5p/2K2p2/5r2/2N5/8/8 b - - 1 51,4.65
1R6/P4pk1/nP5p/2K2p2/5r2/2N5/8/8 w - - 2 52,4.16
1R6/P4pk1/nP5p/1K3p2/5r2/2N5/8/8 b - - 3 52,5.67
1n6/P4pk1/1P5p/1K3p2/5r2/2N5/8/8 w - - 0 53,5.35
1Q6/5pk1/1P5p/1K3p2/5r2/2N5/8/8 b - - 0 53,5.23
1Q6/5pk1/1P5p/1K3p2/4r3/2N5/8/8 w - - 1 54,5.82
8/5pk1/1P1Q3p/1K3p2/4r3/2N5/8/8 b - - 2 54,5.47
8/5pk1/1P1Qr2p/1K3p2/8/2N5/8/8 w - - 3 55,6.17
8/5pk1/1P2Q2p/1K3p2/8/2N5/8/8 b - - 0 55,5.44
8/6k1/1P2p2p/1K3p2/8/2N5/8/8 w - - 0 56,6.01
8/1P4k1/4p2p/1K3p2/8/2N5/8/8 b - - 0 56,6.05
8/1P4k1/4p3/1K3p1p/8/2N5/8/8 w - - 0 57,7.29
1Q6/6k1/4p3/1K3p1p/8/2N5/8/8 b - - 0 57,5.54
1Q6/8/4pk2/1K3p1p/8/2N5/8/8 w - - 1 58,5.67
1Q6/8/4pk2/1K3p1p/N7/8/8/8 b - - 2 58,5.28
1Q6/8/5k2/1K2pp1p/N7/8/8/8 w - - 0 59,5.42
1Q6/8/5k2/1KN1pp1p/8/8/8/8 b - - 1 59,6.12
1Q6/8/8/1KN1ppkp/8/8/8/8 w - - 2 60,5.69
4Q3/8/8/1KN1ppkp/8/8/8/8 b - - 3 60,6.09
4Q3/8/8/1KN2pkp/4p3/8/8/8 w - - 0 61,5.62
8/8/8/1KN1Qpkp/4p3/8/8/8 b - - 1 61,5.95
8/8/8/1KN1Qp1p/4p1k1/8/8/8 w - - 2 62,5.42
8/8/8/1KN2p1p/4p1k1/8/7Q/8 b - - 3 62,6.38
8/8/8/1KN2p2/4p1kp/8/7Q/8 w - - 0 63,5.67
8/8/8/1K3p2/4N1kp/8/7Q/8 b - - 0 63,5.8
8/8/8/1K3p1k/4N2p/8/7Q/8 w - - 1 64,5.51
8/8/5N2/1K3p1k/7p/8/7Q/8 b - - 2 64,5.61
